"sent_pos","source"
0,"Медведев обещает молодым работу и дешёвый интернет С проблемами трудоустройства в 2009 году могут столкнуться 100—150 тыс."
1,"выпускников."
2,"С проблемами трудоустройства в 2009 году могут столкнуться 100—150 тыс."
3,"выпускников, заявил сегодня на встрече со студентами Хабаровского государственного университета президент РФ Дмитрий Медведев."
4,"«Это большая цифра, и мы должны сделать всё, чтобы эту проблему смягчить», — сказал он, отметив, что речь в первую очередь должна идти о стимулировании бизнеса к приёму новых сотрудников."
5,"В частности, по словам президента, возможно введение для бизнеса «налоговых преференций, налоговых вычетов и бонусов»."
6,"Кроме того, президент обещал «цифровое равенство» для всех граждан России."
7,"Стоимость услуг по доступу в интернет должна быть одинаковой для жителей Дальнего Востока и европейской части России, считает Дмитрий Медведев."
8,"«Наша задача заключается в том, чтобы преодолеть «цифровой разрыв», чтобы стоимость услуг доступа в интернет на Дальнем Востоке была сопоставима с ценами в Москве."
9,"Это основная задача», — сказал Медведев в четверг в Хабаровске на встрече со студентами Тихоокеанского государственного университета."
10,"Президент России уверен, что эта задача достижима."
