"sent_pos","source"
0,"Премьер-министр РФ Владимир Путин посетил в субботу спорткомплекс «Олимпийский», где проверил подготовку к проведению конкурса «Евровидение»."
1,"Премьер зашел в пресс-центр, рассчитанный на 500 рабочих мест."
2,"Затем премьер прошел в концертный зал в сопровождении гендиректора Первого канала Константина Эрнста."
3,"Организаторы, применив ряд новшеств, решили всё же не отказываться от приемов, положительно зарекомендовавших себя ранее."
4,"Так, по бокам зала расположились две вертикальные живые трибуны, знакомые многим по московской Олимпиаде 1980 года, — люди, находящиеся на них, будут создавать картинки, поднимая специальные карточки."
5,"Общая мощность звуковых установок зала превышает 150 киловатт, в нем смонтировано более 1,8 тыс."
6,"световых приборов, а общий вес подвесных конструкций — около 140 тонн."
7,"Организаторы позаботились и о безопасности зрителей."
8,"В зале установлена специальная система лазеров, которая отслеживает и фиксирует любые изменения положения подвешенных устройств."
9,"Для снабжения энергией всей этой аппаратуры организаторы разместили на парковке около спорткомплекса генераторы, мощности которых хватило бы, чтобы обеспечить электричеством Зеленоград."
10,"В завершение Путин осмотрел передвижную телевизионную студию, которая отвечает за «картинку», которую увидят зрители всей Европы."
11,"Организаторы утверждают, что «Евровидение» станет самым грандиозным телевизионным шоу в закрытом пространстве."
12,"Традиционно европейский музыкальный конкурс проводится в стране — победительнице прошлого года."
13,"Россия впервые примет у себя «Евровидение» после победы в 2008 году российского певца Димы Билана."
14,"Официальное открытие конкурса состоится 10 мая в ЦВЗ «Манеж»."
15,"Основными событиями «Евровидения» в Москве станут два полуфинала и финал, которые пройдут в «Олимпийском» 12, 14 и 16 мая соответственно, сообщает РИА «Новости»."
