"sent_pos","source"
0,"По принципу «сколько едешь - столько платишь» В России может появиться покилометровый дорожный налог."
1,"Как сообщил председатель правления ГК «Автодор» Сергей Кельбах, к 2019 году планируется построить почти четыре километра новых платных трасс."
2,"Предполагается, что на их строительство направят около 20% средств дорожного фонда."
3,"А остальное пойдет на обустройство и реконструкцию бесплатных дорог."
4,"В фонд будут возвращаться деньги, собранные за пользование платными трассами, и, по мнению замминистра транспорта Олега Белозерова, деньги за проезд по платным дорогам должны тратиться на восстановление инфраструктуры."
5,"Еще одной новацией, пишет NEWSru.com, может стать система единого универсального покилометрового налога, которая способна заменить все транспортные платежи."
6,"По словам научного руководителя НИИ транспорта и дорожного хозяйства Михаила Блинкина, разработать и внедрить налог «сколько едешь - столько платишь» возможно через десять лет, когда разовьется система «ГЛОНАСС»."
7,"По его словам, этот платеж будет взиматься один раз в месяц и учитывать километраж, особенности дороги и характеристики автомобиля."
8,"По мнению директора института «Центр развития» НИУ ВШЭ Натальи Акиндиновой, плохая связь между дорогами ограничивает экономическую активность."
9,"Без дополнительных источников доходов профинансировать общий объем этого сектора не удастся, уверена она."
