"sent_pos","source"
0,"Крупнейшие банки США прекратили обслуживание 40 посольств Правительство США требует от банков противодействовать отмыванию денег."
1,"По информации газеты Wall Street Journal, банки находятся под давлением правительства, требующего от них после терактов 11 сентября 2001 года прослеживать весь путь транзакций и выяснять их предназначение."
2,"Официальный представитель Госдепартамента отметил, что действия банков затронули около 40 государств, из которых 16 — африканские."
3,"Ведомство проведёт спецбрифинг для руководителей диппредставительств этих стран."
4,"Сотрудники Госдепартамента усиленно занимаются решением возникшей проблемы, которая, по их мнению, может иметь негативные последствия для внешних связей и даже безопасности США."
5,"Банк JPMorgan Chase & Co уведомил по почте послов в США, что закрывает отдел по работе с дипломатами и представителями правительств иностранных государств."
6,"Citigroup объявил о намерении сократить объём своих операций с посольствами, в то время как Bank of America и HSBC уже начали этот процесс."
7,"В частности, Bank of America проинформировал посольство Анголы в Вашингтоне в октябре, что собирается зарыть его счета, что банк и сделал 9 ноября."
8,"По словам неназванного представителя Госдепартамента, ведомство находится в контакте с банками, которые пошли на эти меры."
9,"«Мы не можем заставить их сохранить какой-либо счёт или клиента, — пояснил он."
10,"— Мы изучаем возможности, позволяющие продолжить предоставление банковских услуг», — передаёт ИТАР-ТАСС."
11,"О том, как отмывают деньги в Италии, читайте в статье Частного корреспондента «Знакомьтесь: итальянская мафия»"
