"sent_pos","source"
0,"Российские школьники предпочитают взрослые социальные сети Наибольшей популярностью у юных россиян пользуется сервис «Вконтакте»."
1,"Фонд развития интернета обнародовал данные, в соответствии с которыми 80% российских детей являются постоянными пользователями социальных сетей."
2,"При этом большинство школьников выбирают для общения те же сервисы, что и взрослые, сообщает NEWSru.com."
3,"Из числа юных поклонников соцсетей в России 86% предпочитают сервис «Вконтакте», 16% — «Одноклассники»."
4,"А вот крупнейшая мировая сеть Facebook заинтересовала только 4% школьников."
5,"Зарегистрировавшихся детей и подростков на сервисе микроблогов Twitter и того меньше — всего 2%."
6,"Зарегистрировать аккаунт в соцсети по правилам российских сервисов разрешается детям от шести лет."
7,"В международной сети Facebook — от 13 лет."
8,"Однако проверить, верно ли указан возраст пользователя, практически невозможно."
9,"Впрочем, если те или иные признаки всё же указывают на слишком юный возраст пользователя соцсети, администрация сервиса блокирует аккаунт нарушителя."
10,"По информации, предоставленной администрацией соцсети «Вконтакте», дети в возрасте от 6 до 14 лет составляют около 5% их аудитории."
11,"Это около 4,5 млн человек."
12,"Представители «Одноклассников» подобные данные не раскрывают."
13,"Интересно, что специально рассчитанная на детей в возрасте 8—14 лет социальная сеть Tvidi (РБК), пользующаяся меньшей популярностью у подростков, с момента запуска в 2008 году до сегодняшнего дня собрала в свои ряды уже миллион юных россиян."
14,"Другая российская детская социальная сеть, «Мир Бибигона» (ВГТРК), за то же время привлекла 270 тыс."
15,"пользователей."
16,"По оценке Tvidi, домашним широкополосным интернетом пользуются около 4 млн российских детей в возрасте от 8 до 14 лет, что составляет почти половину от общего количества проживающих в стране граждан такого возраста."
17,"О социальной сети «Вконтакте» читайте в статье Частного корреспондента ««Вконтакте» останется независимой»"
