"sent_id","par_id","source","book_id","par_pos","sent_pos"
28519,9223,"Порнограф Бергман",921,1,1
28520,37856,"Бергман и порнография — звучит как анекдот.",921,2,1
28521,37856,"Но, как недавно выяснилось, скверный анекдот имеет место",921,2,2
28522,9224,"Шведы не любят Бергмана.",921,3,1
28523,9224,"Даже после смерти.",921,3,2
28524,9224,"В США его рекламируют как порнографа.",921,3,3
28525,9224,"Нет пророка в своем отечестве.",921,3,4
28526,9224,"Но нет его и выше.",921,3,5
28527,9224,"А что, у нас в России не так, что ли?",921,3,6
28528,9224,"Вот и Ландау сделали секс-машиной.",921,3,7
28529,9225,"Ингмар Бергман скончался год назад, под скорбный хор всего прогрессивного человечества.",921,4,1
28530,9225,"Из которого его соотечественники, всегда безразличные к своему «гению места», себя, похоже, исключили напрочь.",921,4,2
28531,9226,"Во-первых, долгие месяцы препирались, не желая выдавать необходимую сумму на расшифровку его архивов.",921,5,1
28532,9226,"Во-вторых, во всеуслышание заявляли, что, мол, у них, кроме Бергмана, и своих забот хватает.",921,5,2
28533,9227,"Охотно верим...",921,6,1
28534,9228,"Тем более что, как любит говорить наша Кира Муратова, в нем не хватает «варварства», присовокупляя, что он ей-де «надоел».",921,7,1
28535,9229,"Соотечественники же, разные прочие шведы, вторят ей, обвиняя Бергмана в том, что он «искажает» национальный характер и что в Швеции уже почти не осталось взыскующих истины пасторов и таинственных туманов.",921,8,1
28536,9230,"И что Швеция не такая уж одухотворенная страна, какой он ее видел: кризис гуманизма здесь проходит в такой благоприятствующей обывателю атмосфере, что почти и незаметен.",921,9,1
28537,9231,"Опять-таки верим, охотно верим.",921,10,1
28538,9232,"Однако даже шведы, из двух символов своей страны, потребительского и гуманитарного, из «Вольво» и Бергмана, отдающие предпочтение первому, не дотумкались до американского изобретения 50-летней давности.",921,11,1
28539,9233,"Как выяснилось — если верить интернет-сообщениям, конечно, — в Америке давным-давно, еще в 50-х, Бергмана рекламировали для зрителей как… порнорежиссера.",921,12,1
28540,9234,"Ну в мягком варианте, конечно…",921,13,1
28541,9235,"В сглаженном…",921,14,1
28542,9236,"И все же.",921,15,1
28543,9237,"Учитывая, что полвека назад откровенная сцена женской мастурбации (как в бергмановском «Молчании») или обнаженное женское тело считались признаком чуть ли не порно, американские прокатчики этим широко пользовались.",921,16,1
28544,9238,"Протаскивая Бергмана сквозь препоны и рогатки цензуры в качестве «второстепенного» автора, исследующего человеческий низ, а не, скажем так, верх.",921,17,1
28545,9239,"Таким образом приобщая самые отсталые слои населения к высоким образцам культуры…",921,18,1
28546,9240,"Хм…",921,19,1
28547,9241,"Забавно, забавно…",921,20,1
28548,9242,"Получается, если бы наши застойные геронтократы, долгие годы катившие бочку на «социально безответственного пессимиста» Бергмана, больше думали о кассе, мы бы еще полвека назад увидели большинство его шедевров.",921,21,1
28549,9242,"Неисповедимы пути не только Господни, но и пути, которые прокладывает к нам большой художник.",921,21,2
28550,9243,"Возможно, и многоуважаемая Кира Георгиевна, видевшая «Земляничную поляну» во ВГИКе (других его картин даже там не было), ознакомившись с другими его произведениями, сочла бы его «неоварваром».",921,22,1
28551,9244,"Хотя сейчас, когда вокруг все — варвары, бергмановское варварство, ясное дело, блекнет перед их напором.",921,23,1
28552,9245,"Зато на место Фрейда встает Юнг, а если выражаться яснее, бергмановский «фрейдизм» отступает перед бергмановским же «юнгианством».",921,24,1
28553,9246,"То бишь «верх» побеждает «низ»…",921,25,1
28554,9247,"И на первый план — прямо из тумана — выходит тот самый торжествующий пастор, озабоченный нашим скотством, неверием, глупостью, самодовольством и прочая, прочая, прочая.",921,26,1
28555,9248,"На втором же плане остается та самая «мастурбация», которой так боялись в Госкино СССР.",921,27,1
28556,9248,"Однако не все так просто: и мастурбация, и проповедь — суть едины в том смысле, что человек есть единое целое.",921,27,2
28557,9249,"Бергман как раз и повествует о трагическом разрыве между Телом и Духом.",921,28,1
28558,9249,"Об утрате единства человеческого существа, подспудно сознающего этот разрыв как вселенскую катастрофу.",921,28,2
28559,9249,"И предвестие будущих, еще более ужасных катастроф.",921,28,3
28560,9250,"Так что сообщение о былых уловках американских прокатчиков пришлось как нельзя вовремя.",921,29,1
28561,9250,"Ибо фигура Бергмана, еще при жизни начавшая приобретать мифологические черты, начинает застывать, превращаться в камень, в тему для бесчисленных диссертаций, в золотую жилу для армии исследователей.",921,29,2
28562,9251,"В этом контексте неожиданный поворот в сторону «порнографии», которую всегда расценивали как удар по культуре, сообщает Бергману некую «живинку».",921,30,1
28563,9252,"Это напоминает смешной эпизод из жизни другого столпа европейской культуры — Лукино Висконти.",921,31,1
28564,9252,"Когда он случайно подслушал разговор двух толстых полуграмотных американских продюсеров, один из которых, попыхивая трубкой, жаловался другому, что, мол, ничего не понял в «Смерти в Венеции».",921,31,2
28565,9253,"Битых два часа, недоумевал толстяк, старикан пасет задницу пацана.",921,32,1
28566,9253,"И в чем тут прикол?",921,32,2
28567,9254,"Действительно, в чем?",921,33,1
28568,9255,"Висконти повезло меньше: мысленно отправив «Смерть в Венеции» в гетто гей-кино, да еще с педофильским уклоном, фильм не купили.",921,34,1
28569,9256,"Как в СССР не купили «Молчание», «Девичий источник», «Шепоты и крики», увидев в них исключительно порнографию.",921,35,1
28570,9257,"Такие вот дела.",921,36,1
