"sent_pos","source"
0,"Большой театр пообещал продавать билеты по 100 рублей Большой театр пообещал продавать билеты по 100 рублей на стоячие места."
1,"Об этом рассказал гендиректор ГАБТа Владимир Урин, уточнив, что эту практику руководство Большого переняло у западных театров."
2,"Дешевые билеты на стоячие места начнут продавать в сезоне 2014/2015."
3,"Летом 2014-го планируется создать ряд таких мест на исторической сцене ГАБТа."
4,"Для этого сначала демонтируют уже существующие в зале места с плохой видимостью, пишет Лента.ру."
5,"Как отметил руководитель театра, при последней инспекции было обнаружено 247 мест с видимостью менее 50%."
6,"Пока неизвестно, сколько из них будет превращено в стоячие; Урин сообщил, что их количество будет включено в финансовый план театра."
7,"Также гендиректор Большого рассказал, что московские власти не поддержали предложение театра о совместной работе с неимущими слоями населения."
8,"Руководство театра предлагало правительству Москвы совместно разработать систему показов некоторых спектаклей по сниженным ценам для людей, которые не могут купить дорогие билеты."
9,"Урин отметил, что у городских властей есть специальные общественные институты для работы с малоимущими гражданами, однако они отказались их задействовать для работы с театром."
10,"Кроме того, директор Большого сообщил, что в преддверии нового сезона будет пересмотрен репертуар театра."
11,"Несколько спектаклей, которые идут на сцене более 10 лет, будут сняты из-за «некачественного состояния»."
12,"Пока Урин назвал только один такой спектакль — опера «Набукко» Джузеппе Верди в постановке Михаила Кислярова."
13,"Премьера оперы состоялась в 2001 году, затем ее возобновили в 2006-м."
14,"Полный список постановок, которые планируется исключить из репертуара, будет опубликован в конце сезона."
15,"Руководство ГАБТа неоднократно заявляло о своих планах увеличить количество недорогих билетов."
16,"Бывший гендиректор ГАБТа Анатолий Иксанов еще в 2012 году планировал продавать по низким ценам от 400 до 600 билетов на каждый спектакль."
17,"В настоящее время билеты стоимостью от 100 рублей могут приобрести студенты и льготники."
