"sent_pos","source"
0,"Согласие Сирии на инициативу РФ по поводу химоружия поставит США в сложное положение."
1,"Согласие Дамаска на призыв Москвы передать все химическое оружие, имеющееся у Башара Асада, под международный контроль существенно ослабит позиции сторонников силового вмешательства в Сирию, полагают некоторые эксперты и СМИ."
2,"Теперь будет куда труднее убедить американских конгрессменов поддержать решение Барака Обамы нанести удар."
3,"Вмешательство Москвы может усложнить задачу Обаме, который, рискуя личным авторитетом, пытается заручиться поддержкой американской общественности в решении сирийского кризиса."
4,"Сам Обама заявил накануне, что удар по Сирии будет поставлен на неопределенно долгую ""паузу"", если Асад действительно откажется от химического оружия."
5,"Он счел российское предложение потенциально ""прорывным"", но скептически оценил реальность выполнения Дамаском подобных обязательств."
6,"Он признал, что не уверен в исходе дебатов в Конгрессе, и сказал, что пока не решил, что станет делать, если не получит поддержку законодателей."
7,"Голосование в Сенате США по военной операции против Сирии, которое планировалось на среду, уже перенесено на более поздний срок."
8,"Палата представителей должна проголосовать на следующей неделе."
9,"Одобрит ли Конгресс документ, предсказать невозможно, поскольку многие законодатели выступают против."
10,"Впрочем, о полном снятии военной угрозы рассуждать еще рано хотя бы потому, что Дамаск, согласно заявлению главы МИДа Сирии, ""приветствует"" российскую инициативу, а не ""принимает""."
11,"""Сирийский ответ ставит президента США в сложное положение."
12,"Сделав основным обоснованием для удара предупреждение повторного использования химоружия, Белый дом будет вынужден объяснить, каким образом атака против Дамаска решит вопрос лучше, чем передача его химарсенала под контроль"", - цитирует «Ъ» эксперта ПИР-Центра Андрея Баклицкого."
13,"В то же время сенаторы Джон Маккейн и Линдси Грэм, активно продвигающие военный план Обамы, напротив, убеждены, что возможность передачи сирийского химоружия под международный контроль должна стимулировать Конгресс одобрить военную операцию."
14,"Они мотивировали свою позицию тем, что такое решение даст возможность президенту оказывать более серьезное давление на Россию и Сирию в реализации московской инициативы."
