"sent_pos","source"
0,"В Венгрии отмечается пятидесятая годовщина народного восстания против коммунистического господства."
1,"В Будапеште состоялось два торжественных мероприятия по этому поводу."
2,"Одно — официальное на площади Героев и другое недалеко от национальной радиостанции, где 50 лет назад происходил тяжелые бои."
3,"В Парламенте венгерский Премьер-министр Ференц Дюрчань говорил о ценностях свободы и ответственности."
4,"50 лет назад речь шла о свободе, сегодня о её оформлении."
5,"«Сегодня мы знаем, что это труднее, чем мы думали 17 лет назад», сказал Дюрчань."
6,"Одновременно с речью Дюрчаня в парламенте, полицейские атаковали сотни демонстрантов резиновыми дубинками, стремясь не допустить их к зданию парламента."
7,"Репортёр агентства Рейтер сообщает о резиновых пулях и слезоточивом газе, которые применили полицейские."
8,"Демонстранты захватили танк Т-34, который был установлен в память о событиях 50-и летней давности, и направили этот танк против полиции."
9,"Применив слезоточивый газ и водомёты, полиции удалось остановить танк."
10,"Демонстранты забрасывали полицейских камнями."
11,"Минимум 27 человек были травмированы, но не тяжело."
12,"Было арестовано множество демонстрантов."
13,"Демонстранты протестовали, как и все последние недели, против социалистического правительства, премьер-министр которого лгал во время выборов."
14,"Уже в воскресенье многие ветераны событий 1956 года отказались пожать руку Премьер-министру Дюрчаню."
15,"Демонстранты собирались на площади Корвин (Corvin-Platz), где в 1956 году тысячи восставших сражались с Красной Армией."
16,"Демонстранты скандировали «56» и «Предатели»."
17,"На их лозунгах можно было прочесть: «Дорогие гости!"
18,"Добро пожаловать в страну Дюрчаня, где ложь выглядит как правда и где грех считается добродетелью»."
19,"23 октября 1956 года венгерское народное восстание началось мирными демонстрациями студентов, которые требовали больше демократии и прекращения сталинской тирании."
20,"В этот же день, вечером, раздались первые выстрелы."
21,"Восстание продолжалось до ноября, погибло более 2000 венгров."
22,"Советское руководство сообщало, что с их стороны было 700 погибших."
23,"После разгрома восстания более 200 000 венгров бежали из страны."
24,"Премьер-министр Венгрии Имре Надь был обвинён в участии в восстании и в 1958 году казнен."
25,"Вместе с ним были казнены ещё около 200 человек."
