"sent_pos","source"
0,"В Гайд-парке в парке Горького российские актеры проведут акцию протеста Артисты требуют прибыли от картин и соцзащиты."
1,"В четверг в парке Горького актеры, каскадеры и другие работники киноиндустрии выйдут на акцию протеста в стиле брехтовского площадного театра с целью привлечь внимание к распределению гонораров и социальной защите сотрудников кинематографического цеха."
2,"""Акция пройдет на набережной парка Горького, в Гайд-парке, это касается не только актеров, но всех, кто участвует в процессе создания кино - каскадеров, гримеров, осветителей и других технических работников - всех, кто остается за кадром"", - рассказал председатель Независимого профсоюза актеров театра и кино Денис Кирис."
3,"По его словам, прибыль от картины должна делиться между всеми создателями фильма."
4,"Кроме того, организаторы акции намерены потребовать ратификации ВОИС по аудиовизуальным исполнениям, внесения в Трудовой кодекс поправок, регулирующих охрану труда кинематографистов, проведения экспертизы и аттестации рабочих мест в кинопроизводстве, создания профессиональных стандартов, отражающих все основные профессии в кино."
5,"""Создавая свой образ на экране, артист тоже имеет право на какие-то роялти."
6,"В Голливуде и в Европе, если актер попал в титры, он хоть копейку, но получает."
7,"Пекинская конвенция гласит: либо справедливый гонорар, либо какой-то процент от успешного проката"", - цитирует РИА «Новости» Кирис."
8,"По его словам, производство аудиовизуального контента перешло в разряд частного бизнеса, финансируемого государством."
9,"Российские продюсеры, которым принадлежит прибыль от проката, договариваться не хотят, апеллируя к своим рискам и внушительным гонорарам, которые получает незначительный процент медийных актеров."
10,"""Ежегодно государство выделяет порядка 6,5 млрд рублей на поддержку российского кинематографа."
11,"Продюсеры от бюджетных средств не отказываются, тогда почему бы из этих денег не сформировать какой-то негосударственный пенсионный фонд, не обеспечить социальную защиту кинематографистам?"""
12,"- добавил Кирис."
