"sent_id","par_id","source","book_id","par_pos","sent_pos"
27383,8759,"Почему я дура?",848,1,1
27384,8759,"Что интересовало интернет-пользователей в 2009 году",848,1,2
27385,8760,"Год приближается к концу.",848,2,1
27386,8760,"Для многих 2009 год оказался крайне непростым.",848,2,2
27387,8760,"Его начало пришлось на массовую истерию бушующего во всём мире кризиса.",848,2,3
27388,8760,"Летом мир потрясла новость о смерти короля поп-музыки Майкла Джексона, а осенью весь мир говорил об эпидемии свиного гриппа…",848,2,4
27389,8761,"Какое событие стало главным в году?",848,3,1
27390,8761,"У экспертов и историков будет своё мнение, но точный ответ знают только интернет-поисковики.",848,3,2
27391,8761,"Google, Yahoo! и Bing уже рассказали о главном.",848,3,3
27392,8762,"У всех трёх основных мировых поисковых систем ответы на вопрос, что же стало главным в текущем году в Сети, разные.",848,4,1
27393,8762,"Но основное сходство — все три поисковика поместили в своих рейтингах на верхние строчки имя Майкла Джексона.",848,4,2
27394,8762,"Российских пользователей, как оказалось, больше всего интересовало всё, что можно скачать.",848,4,3
27395,8763,"В рейтинге крупнейшего мирового поисковика Google по итогам 11 месяцев 2009 года самым популярным поисковым запросом было словосочетание michael jackson.",848,5,1
27396,8763,"На втором месте — facebook, на третьем — слово tuenti (испанская социальная сеть), на четвёртом месте twitter.",848,5,2
27397,8763,"Почётное восьмое место заняла новая операционная система Microsoft Windows 7.",848,5,3
27398,8763,"Учитывая её молодой возраст, результат более чем знаменательный для компании из Редмонда.",848,5,4
27399,8763,"В области развлечений наиболее популярными оказались Майкл Джексон, «Трансформеры», Эминем, певица Бейонсе, паранормальные явления, аниме, покер и Наташа Ричардсон.",848,5,5
27400,8764,"А вот предпочтения российских пользователей отличаются от общемировых радикально.",848,6,1
27401,8764,"Нашим интернетчикам неинтересен Майкл Джексон, зато они, как и несколько лет назад, любят вводить в поисковую форму «скачать», и часто в связке со словом «бесплатно».",848,6,2
27402,8764,"На втором месте в рейтинге самых быстрорастущих по популярности запросов года по версии Google в России — «одноклассники.ру», на третьем — таинственный «майл», на четвёртом — «торрент», на пятом — «вконтакте», на шестом —«фильмы онлайн», на седьмом —«переводчик онлайн», на восьмом —«работа в России», на девятом —«евровидение-2009», и замыкает десятку opera 10.",848,6,3
27403,8764,"Если судить только по этому рейтингу, кризис в России заметен только потому, что россияне стали активно искать работу.",848,6,4
27404,8765,"Главное событие года для наших соотечественников — «Евровидение», а вовсе не кризис (шестое место в рейтинге), свиной грипп (четвёртое), смерть Майкла Джексона (в десятку вообще не вошла) или что-то ещё.",848,7,1
27405,8765,"Ещё одно популярное событие — проведение Единого государственного экзамена (пятое место): им россияне интересовались больше, чем выборами нового патриарха (десятое место в рейтинге событий года).",848,7,2
27406,8766,"Главным ньюсмейкером для россиян по версии Google стал мэр Москвы Юрий Лужков.",848,8,1
27407,8766,"Возможно, такая популярность политика связана с тем, что значительное число интернет-пользователей нашей страны живёт в столице.",848,8,2
27408,8766,"На втором месте оказался Владимир Путин, на третьем — Алексей Кудрин (его имя часто звучало в связи с кризисом).",848,8,3
27409,8766,"Другие политики и чиновники, попавшие в десятку, — Рашид Нургалиев, Михаил Ходорковский, Геннадий Онищенко и Анатолий Чубайс.",848,8,4
27410,8766,"Тремя персонажами-неполитиками из первой десятки стали Никита Михалков, Алла Пугачёва и Арсен Венгер.",848,8,5
