"sent_pos","source"
0,"Аршавин шокирован английскими налогами От 110 тыс."
1,"долларов в неделю остаются жалкие крохи."
2,"Российский нападающий лондонского «Арсенала» Андрей Аршавин шокирован английскими налогами и попросил у руководства клуба прибавки к зарплате."
3,"«У меня возникли проблемы с контрактом: некоторые нюансы, связанные с налогами и прочими вещами, — приводит слова Аршавина Daily Mail."
4,"— В результате я получаю меньше денег, чем ожидал."
5,"Ситуация не критична, но её нужно разрешить."
6,"Мой агент занимается этим."
7,"Я советую другим российским футболистам, которые летом могут перебраться в Англию, серьёзно отнестись к деталям контракта."
8,"Важно ясно понять, какие деньги ты в итоге будешь получать и какие налоги придётся заплатить."
9,"Тогда им не придётся столкнуться с такими неприятными сюрпризами."
10,"Ничего не должно делаться в спешке»."
11,"Добавим, что, по данным издания, зарплата Аршавин составляет 80 тыс."
12,"фунтов в неделю."
13,"Около 40% из них уходит на налоги."
14,"Футболист, которому 29 мая исполнится 28 лет, перебрался в «Арсенал» в зимнее трансферное окно и за это время сыграл 11 матчей в чемпионате Англии, в которых забил шесть мячей, сообщает news.sportbox.ru."
