"sent_id","par_id","source","book_id","par_pos","sent_pos"
104485,36586,"Дмитрий Рогозин: «Зачем нам лететь на Луну? Есть другие планеты»",3781,1,1
104486,36587,"Вице-премьер указал главные угрозы, нависшие над планетой Земля, и рассказал о приоритетах и перспективах российской космонавтики.",3781,2,1
104487,36588,"Дмитрий Рогозин в ходе посещения ФГУП «Центральный научно-исследовательский институт машиностроения» Роскосмоса в подмосковном Королеве акцентировал внимание на важнейших вопросах ракетно-космической отрасли.",3781,3,1
104488,36588,"По словам вице-премьера, одним из важнейших направлений деятельности российской космонавтики является обеспечение безопасности Земли от возможных угроз из космоса.",3781,3,2
104489,36588,"«Земля должна думать о том, чтобы изучать физику Солнца.",3781,3,3
104490,36588,"Мы должны также думать о том, что в будущем возможны встречи нашей планеты с другими космическими телами - метеоритами, кометами и так далее.",3781,3,4
104491,36588,"Для того, чтобы создать для Земли прочную защиту от такого рода неприятных встреч, нужно закладывать основы международного сотрудничества уже сейчас»,",3781,3,5
104492,36588,"- цитирует РБК вице-премьера.",3781,3,6
104493,36589,"Рогозин указал и на другую угрозу, на этот раз нависшую над российскими спутниками, - космический мусор.",3781,4,1
104494,36589,"Космическая свалка на орбите Земли за последние десять лет, с 2001 по 2011 год, увеличилась по объемам вдвое - до 16 094 объектов, и Россия удерживает первое место в этой сомнительной «гонке».",3781,4,2
104495,36589,"Рогозин полагает, что пора разработать космический корабль, который будет заниматься уборкой космического мусора.",3781,4,3
104496,36589,"«Нам надо подумать о некоем корабле, который снимал бы с орбиты мусор»,",3781,4,4
104497,36589,"- сказал Д.Рогозин.",3781,4,5
104498,36589,"Чиновник обратил внимание, что нередки случаи, когда мусор выводит из строя важные исследовательские и военные аппараты.",3781,4,6
104499,36590,"Затем экс-председатель партии «Родина» упомянул о специфическом российском пути в космической сфере.",3781,5,1
104500,36590,"Чиновник призвал не идти по американскому пути развития космонавтики, а подумать о создании космических станций на других планетах, а не на Луне, как предлагают на Западе.",3781,5,2
104501,36590,"По словам политика, Россия не должна «идти по самому простому пути, по пунктиру, который проложили американцы».",3781,5,3
104502,36590,"«Если говорить о МКС, есть ли смысл продолжать эту программу в качестве международной экспедиции, которая обращается вокруг Земли?",3781,5,4
104503,36590,"А может быть, на самом деле есть смысл решить эту задачу, размещая такого рода станции непосредственно на других планетах?",3781,5,5
104504,36590,"Об этом надо подумать»,",3781,5,6
104505,36590,"- сказал Рогозин.",3781,5,7
104506,36590,"При этом он усомнился в необходимости отправки космического корабля на Луну.",3781,5,8
104507,36590,"«А зачем нам лететь на Луну?",3781,5,9
104508,36590,"Что мы там можем найти полезного?",3781,5,10
104509,36590,"Может, есть другие задачи, связанные с Марсом, Венерой и изучением физики Солнца»,",3781,5,11
104510,36590,"- добавил вице-премьер.",3781,5,12
104511,36590,"Отметим, что позиция Рогозина расходится с планами главы Роскосмоса Владимира Поповкина, который в прошлом году заявил, что современная наука созрела для того, чтобы использовать Луну.",3781,5,13
104512,36590,"По мнению главы Федерального космического агентства, к 2020 году человек снова окажется на спутнике Земли.",3781,5,14
