"sent_pos","source"
0,"Любовь к деталям Конечно, это не путеводитель."
1,"Разве что, вглубь, от времён основания до «эпохи Берлускони»."
2,"Роберт Хьюз выбирает ключевые эпизоды из жизни «вечного города», описывает их через первоисточники, сохранившиеся артефакты и достопримечательности."
3,"Развитие Рима оказывается у Хьюза историей идей, выдающихся людей, узловых моментов (войн, битв за власть, масштабных перестроек), навсегда запечатлевшихся на его неповторимой физиономии."
4,"Момент основания Рима."
5,"Правление Августа."
6,"Расцвет Римской империи."
7,"Борьба язычников с нарождающимся христианством."
8,"Победа католицизма и Средние Века."
9,"Возрождение."
10,"Барокко."
11,"Классицизм и гран-тур, превративший Италию в родину современного туризма."
12,"Наконец, фашизм, требовавший преобразований не меньше, а то и больше, чем во времена императоров."
13,"Роберт Хьюз исследует городской ландшафт как единственный в своём роде историко-культурный палимпсест, который «невозможно описать словами и который никогда не удастся смертным создать во второй раз…» Русский художник Владимир Яковлев, написавший «Италию в 1847 году», один из лучших отечественных травелогов, передал эту многосоставность так: «В золотом блеске вечера рельефно выдвигались все эти разнообразные архитектурные массы: портики, куполы, башни, груды домов и широкие фасады палаццов, арки, обелиски, колоннады."
14,"Все стили и все эпохи столпились тут, как бойцы на общей арене… Перед вами век Августа со своим Пантеоном, и век Льва Х-го с своей базиликой, античные развалины и куполы Возрождения, гранитные иглы фараонов, и колокольни пап… И вокруг этого каменного хаоса – обвивались массы зелени городских вилл, с их кипарисами и раскидистыми пиннами, а в прозрачном воздухе далеко виднелась вся золотистая Кампанья, и голубые Сабинские и Альбанские горы, с белевшимися по их скатам городками…» Русский след, впрочем, появляется в книге Хьюза не так часто, как хотелось бы – параллели с родной историей, чаще всего, возникают лишь в читательской голове при описании некоторых общественно-политических процессов."
15,"Особенно яркие рифмы случаются, когда Хьюз излагает истории Августа и, особенно, Муссолини."
16,"Проработавший почти полвека арт-критиком журнала Time, Хьюз, так же, вспоминает русский авангард, поставленный на «службу революции» (примерно так же в Италии был политически ангажирован футуризм)."
17,"Разумеется, Хьюзу, как знатоку и ценителю искусства ближе не «голая история», но «художественные ценности»."
18,"Поэтому, книга, начавшаяся в духе исторических хроник, примерно с эпохи Ренессанса, превращается в чреду биографий, наследующих друг другу."
19,"Художники, поэты, скульпторы, архитекторы (а ближе к нашему времени и кинематографисты) превращают «Рим» едва ли не в учебник истории искусства."
20,"Правда, Хьюз, так же, много внимания и места уделяет истории римских пап, чьи претензии на политическое первородство постоянно преобразовывали город с усердием, достойным древних императоров и самых гениальных художников."
21,"Хьюз перерабатывает огромное количество первоисточников и исследований (библиография, помещённая в конце этого объёмного тома, внушает уважение), превращая разнородные сведения в динамичную, действительно увлекательную хронику."
22,"По сути, это грамотная, предельно авторизованная компиляция."
23,"Похожая, ну, например, на историю Венеции, написанную Питером Акройдом (у которого, правда, структурный принцип иной – тематический, а не хронологический)."
24,"Разумеется, если есть желание и, главное, время, можно, конечно, почитать Иосифа Флавия или Джорджо Вазари, Эдварда Гиббона или Теодора Моммзеля, однако, углубление в ту или иную проблематику (или эпоху) не даст целостного взгляда, который замыслил современный автор, приближающий избыток хрестоматии к особенностям текущего момента."
25,"Как правило, такие книги пишутся в «тиши библиотек», поставляющих главное топливо для развития сюжета."
26,"По книге Хьюза, заметных швов не имеющей, видно, как главы «Рима» строятся на фундаменте других сочинений, из которых извлекается всё главное или интересное."
27,"Которого может хватить на пару страниц, если Хьюз увлекается чьей-нибудь биографией, а то – всего на абзац, описывающий строение какого-нибудь акведука или ремёсленного приспособления."
28,"Скажем, эпоха гран-тура подаётся здесь с точки зрения Гёте и одних только англичан, так как автору, скорее всего, были доступны лишь дневники и исследования, изданные по-английски."
29,"Из-за чего эта часть «Рима» и вышла такой англоманской, а не, к примеру, франкофильской или русскоцентричной (за исключением текстов Николая Гоголя, многотомная российская «Италиада» на Западе практически неизвестна)."
30,"Я, собственно, к тому, что для книги, замахивающейся на описание более чем двух тысячелетий, таких первоисточников нужно много."
31,"Хотя исследовательская въедливость – это ещё не все: так же необходим талант рассказчика, упаковывающего скороговорку самых разных сведений в нечто удобоваримое, обаятельное."
32,"Сытное, но не тяжёлое."
33,"Труд Роберта Хьюза – не дайджест и не коллаж, но тщательно продуманное повествование, для которого из бесконечной библиотеки книг, написанных о Риме и о Ватикане, отбираются самые сочные и важные."
34,"Чтобы затем уже из них извлечь наиболее яркие детали."
35,"Автора интересует не история сама по себе, и не искусство для искусства, но результат их взаимодействия, ошеломляющий путешественника, впервые пребывающего в итальянскую столицу."
36,"Хьюз постоянно вспоминает о своих юношеских впечатлениях от Рима, когда он, диковатый австралийский парень (читай: восторженный провинциал), не испытавший до этого сильных культурных потрясений, впервые очутился на одной из главных римских площадей."
37,"Ну, и, конечно же, влюбился в вечный город."
38,"«Благодаря Риму во мне исподволь родилась мысль о том, что одна из жизненно важных вещей, которые делают великий город великим, - это не просто его размер как таковой, а сумма заботы, расчёта, наблюдений и любви, отложившихся на всём, что его составляет, включая здания, но не только их."
39,"Именно ощущение заботы – неотступного внимания к деталям – придаёт всему смысл, притягивает взгляд, замедляет шаги прохожего и не даёт ему слишком быстро пройти мимо…»"
