"sent_pos","source"
0,"Аствацатуров и Авченко."
1,"Двойной портрет на фоне литературной премии Литература online от Сергея Белякова."
2,"Финал «Нацбеста»."
3,"«Правый руль» Авченко и «Люди в голом» Аствацатурова Литература online."
4,"В книге Андрея Аствацатурова определённой темы нет, как нет и сюжета, нет, кажется, и смысла."
5,"«Правый руль» Василия Авченко уже называют манифестом приморской нации."
6,"В новом выпуске «литературы online» от Сергея Белякова финалисты «Нацбеста» — «Люди в голом» Андрея Аствацатурова против документального романа Василия Авченко «Правый руль»."
7,"Финал «Нацбеста» предугадать невозможно."
8,"«Елтышевы» Романа Сенчина — фаворит большого жюри, но фаворит побеждает нечасто."
9,"Год назад все уже поздравляли с победой Германа Садулаева, вокруг него крутились журналисты, а премию получил Андрей Геласимов."
10,"Члены жюри вместе не собираются, друг с другом не сговариваются."
11,"Теоретически, конечно, никто не мешает им созвониться или списаться по электронной почте, но оргкомитет приглашает в жюри людей, друг с другом незнакомых и, к тому же, очень занятых."
12,"Им просто некогда проводить подпольные заседания."
13,"Я уже писал о «Капитализме» Олега Лукошина, «Елтышевых» Романа Сенчина, «Крещённых крестами» Эдуарда Кочергина."
14,"Но есть в финале два писателя, которых я прежде не читал, более того, ничего о них не знал."
15,"Внук Жирмунского «Внук Жирмунского» — эти волшебные слова издатели не постеснялись включить в аннотацию."
16,"Аствацатуров знатным дедушкой не хвастает (что правильно), мельком упоминает."
17,"Хотя почему бы здесь не остановиться?"
18,"Родиться в семье известного человека, жить в тени чужой славы — разве это плохая тема для книги?"
19,"А сколько интересных параллелей можно найти — от Андрея Миронова до Василия Сталина, от Стаса Намина до Ксюши Собчак."
20,"В книге Аствацатурова определённой темы нет, как нет и сюжета, нет, кажется, и смысла."
21,"«У вас не проза, Аствацатуров, — сказала мне, дымя сигаретой, одна грузная литературная дама, — а огрызки из отрывков."
22,"<…> Вы, дорогой мой, — продолжала дама, — не умеете строить сюжет, перескакиваете всё время с пятое на десятое, рассказываете какие-то глупости, повторяетесь, ковыряетесь в никому не нужных мелочах, как, извините, жук в дерьме»."
23,"На первый взгляд, Аствацатуров написал вовсе не роман, а мемуары."
24,"Но у этого жанра есть свои законы, свои виды и подвиды и, самое главное, свои формулы успеха."
25,"Мемуары-бестселлеры созданы людьми знаменитыми, легендарными, просто популярными."
26,"«Записки о Галльской войне» до сих интересны, потому что их автор — великий человек."
27,"Студенты и в наши дни по сочинению Юлия Цезаря латынь изучают."
28,"Каждый, кто хоть немного интересуется историей Великой Отечественной (а в нашей стране таких миллионы), непременно прочитает «Воспоминания и размышления» маршала Жукова, хотя они довольно-таки лживы и написаны суконным языком."
29,"Мемуары простого человека могут быть интересны, когда находишь там дух эпохи, приметы ушедшего времени, узнаёшь, как одевались, ели, пили, танцевали люди пятьдесят — сто — двести лет назад."
30,"Мемуары Аствацатурова посвящены заурядным событиям заурядной жизни."
31,"Это записки обывателя."
32,"Жанр тоже интересный, но в записках обывателя ценны бытовые подробности, а их-то и не хватает."
33,"Из книги Аствацатурова трудно извлечь хоть сколько-нибудь ценную информацию о стране, эпохе, даже о его родном городе."
34,"Нева и Золотой Рог Петербурга — этой вечной темы прозаиков, поэтов, журналистов и просто графоманов, родившихся на брегах Невы, — у Аствацатурова нет."
35,"Трудно понять, где, в каком районе жил/живёт писатель."
36,"Из весёленьких, с точки зрения автора, баек, из преподавательских анекдотов, из в меру культурного, в меру отвязного, пересыпанного наивным интеллигентским матерком трёпа, не рождаются ни образ времени, ни образ города, страны и даже семьи."
37,"Где же Петербург Аствацатурова?"
38,"Где?"
39,"Неужели только в туалетах СпбГУ?"
40,"Слабости Аствацатурова видны на фоне другого финалиста «Нацбеста» Василия Авченко."
41,"Авченко, конечно, не прозаик, он талантливый аналитик и первоклассный журналист, антипод Аствацатурова."
42,"Объединяет их, помимо всеядного издательства «Ад Маргинем», пожалуй, только русский язык, которым журналист из Владивостока владеет не хуже, чем филолог из Санкт-Петербурга."
43,"Современные аннотации обычно врут."
44,"«Правый руль», конечно, не документальный роман, там вообще нет документов."
45,"Это одновременно художественное исследование и поэма о любви к машине, к подержанной, но всё равно превосходной японской машине."
46,"Объяснение в любви к автомобилю Toyota Camry, почти сексуальные отношения с машиной, мне, всё ещё пешеходу, показались комичными."
47,"Нечто подобное я недавно читал у Михаила Тарковского, тоже поклонника автомобилей фирмы Toyota."
48,"Но вслед за лирическим вступлением постепенно, одна за другой, начали открываться настоящие, большие темы: Москва и Дальний Восток, общество потребления и национальные интересы, единство России, мнимое и подлинное, и, наконец, новая историческая общность — «приморцы», «дальневосточники», «праворульцы»."
49,"«Правый руль» уже называют манифестом приморской нации, хотя Авченко, сторонник единой и неделимой, лишь открывает глаза на очевидное."
50,"Пересади растение в другую землю, в район с другим, непривычным климатом, и растение или погибнет, или изменится, приспособившись к новой среде обитания."
51,"Скромный борщевик на Курильских островах вырастает выше человеческого роста."
52,"Что уж тогда говорить о национальном самосознании и русской ментальности?"
53,"На берегах Тихого океана, в Находке или Владивостоке, русские думают, чувствуют, живут иначе, чем в Тюмени или Уфе: «У нас нет газа и никогда не было, как не было и не будет метро."
54,"Зато у нас есть море и целый мир."
55,"Его не знает тот, кто не пробовал сырого гребешка прямо из раковинки, не гонял в Суньку и не сиживал в правильной машине», — то есть в машине с правым рулём, созданной «в Японии японцами для японцев»."
56,"Лозунг приморского национализма: «Жена должна быть русской, а машина японской»."
57,"Япония, она же Покемония, она же Косорыловка интересует приморцев лишь как неиссякаемый источник дешёвых и надёжных автомашин, материальный базис для новой исторической, точнее — географической общности."
58,"Бытие и сознание В книге Аствацатурова я многого не понимаю."
59,"Не понимаю, зачем он потревожил тень Лотмана?"
60,"Неужели ради анекдота о приятеле, который понёс на анализ баночку с мочой, но вместо лаборатории попал на обед к великому лингвисту?"
61,"Игоря Фроянова, крупнейшего специалиста по истории Киевской Руси, Аствацатуров вспоминает в связи с темой туалетов."
62,"Интерес Аствацатурова к фекалиям и моче просто бросается в глаза."
63,"Этим воистину вечным темам посвящены даже отдельные главы его книги."
64,"Аствацатуров ироничен, но чувство юмора отдаёт всё тем же туалетом: «Как я заработал свой первый миллион»."
65,"«Как я спала с депутатами Госдумы»."
66,"Как я и как меня… Словом, произвести побольше таких «каков»."
67,"Читатели ценят «каки» и любят «каки»."
