"sent_pos","source"
0,"10 мая 2006 года, Москва, Кремль, Мраморный зал Послание Федеральному Собранию Российской Федерации В.ПУТИН: Уважаемое Федеральное Собрание!"
1,"Уважаемые граждане России!"
2,"В посланиях последних лет были сформулированы основные приоритеты социально-экономической политики на ближайшее десятилетие."
3,"И сегодня наши основные усилия направлены именно на те сферы, которые прямо определяют качество жизни граждан."
4,"Реализуются национальные проекты в области образования, здравоохранения, сельского хозяйства, в жилищном строительстве."
5,"Проблемы здесь накапливались, вы знаете, даже не годы, а десятилетия."
6,"Они крайне чувствительны для людей."
7,"Требовалось накопить немало ресурсов и сил, чтобы на них наконец сосредоточиться, за них взяться."
8,"Во исполнение предложений, содержащихся в Послании последнего (2005) года, был принят ряд законов, совершенствующих и нашу политическую систему."
9,"В частности, законы об Общественной палате, о парламентском расследовании, об участии победившей на региональных выборах партии в наделении полномочиями глав субъектов Федерации."
10,"Принято также решение о совершенствовании отношений между федеральным центром, субъектами Федерации и местным самоуправлением."
11,"Другими словами, в последние годы мы целенаправленно работали над тем, чтобы сгладить те диспропорции в государственном строительстве и в социальной сфере, которые возникли."
12,"В то же время, планируя дальнейшее развитие нашей государственной и политической системы, мы, конечно, должны учитывать современное состояние нашего общества."
13,"И в этой связи отмечу одну из существенных черт нашей внутриполитической жизни, а именно: низкий уровень доверия граждан к отдельным институтам государственной власти и к крупному бизнесу."
14,"И понятно почему."
15,"С переменами начала 90-х были связаны большие надежды миллионов людей, однако ни власть, ни бизнес не оправдали этих надежд."
16,"Более того, некоторые представители этих сообществ, пренебрегая нормами закона и нравственности, перешли к беспрецедентному в истории нашей страны личному обогащению за счет большинства граждан."
17,"«Работая над великой общенациональной программой, которая призвана дать первостепенные блага широким массам, мы действительно наступали кое-кому на «больные мозоли» и будем наступать на них впредь."
18,"Но это «мозоли» тех, кто старается достичь высокого положения или богатства, а может быть, того и другого вместе, коротким путем – за счет общего блага»."
19,"Хорошие слова, жалко только, что не я их придумал – Франклин Делано Рузвельт, Президент Соединенных Штатов Америки, 1934 год."
20,"Это было сказано на выходе из Великой депрессии."
21,"Многие страны сталкивались с такими же проблемами, что и мы сегодня, и многие нашли из них достойный выход."
22,"В основе этого было четкое понимание, что авторитет государства должен основываться не на вседозволенности и попустительстве, а на способности принимать справедливые законы и твердо добиваться их исполнения."
23,"Разумеется, мы и впредь будем стремиться к тому, чтобы поднять престиж государственной службы."
24,"Будем поддерживать российский бизнес."
