"sent_pos","source"
0,"26 сентября Синдзо Абэ был выбран новым Премьер-министром Японии."
1,"Синдзо Абэ заменил своего предшественника Дзюнъитиро Коидзуми."
2,"Премьер-министр был выбран в обеих палатах парламента Японии."
3,"В нижней палате парламента за Абэ проголосовали 339 из 476 депутатов, в верхней палате — 136 из 240."
4,"На прошедшей неделе Абэ был уже выбран председателем правящей Либерально-демократической партии Японии."
5,"Отмечается, что Абэ продолжит курс своего предшественника Коидзуми."
6,"Однако, он намерен более активно участвовать в международных делах."
7,"Абэ намерен придерживаться жесткого курса в отношении Северной Кореи, но идти на сближение с Китаем."
8,"Абэ считается более консервативным политиком, чем Коидзуми."
9,"Краткая справка Абэ родился в 1954 году."
10,"Абэ — первый Премьер-министр Японии, который родился после Второй мировой войны."
11,"В возрасте 52-х лет, Абэ — стал самым молодым Премьер-министром Японии в послевоенный период."
12,"Абэ происходит из семьи политиков."
13,"Его дедушка был Премьер-министром, его отец — министром иностранных дел."
14,"В 1982 году Синдзо Абэ был ассистентом у своего отца."
15,"С 1993 года Абэ — депутат японского парламента."
16,"С 2000 года Абэ работает в правительствах Мори и Коидзуми."
17,"С 2003 по 2004 годы он был генеральным секретарём Либерально-демократической партии Японии."
