"sent_pos","source"
0,"В Думе приостановили работу над законом о предварительной фильтрации интернета Депутат Елена Мизулина пояснила, что это произошло из-за отсутствия ясности с финансированием и технической части проекта."
1,"Рабочая группа, занимавшаяся разработкой законопроекта о предварительной фильтрации рунета, решила приостановить работу над ним."
2,"Об этом пишут «Ведомости» со ссылкой на председателя думского комитета по вопросам семьи, женщин и детей Елену Мизулину."
3,"""Во-первых, не прояснен вопрос с финансированием, необходимым для реализации этого законопроекта в случае его принятия."
4,"Во-вторых, на сегодняшний день отсутствует ясность относительно технической части, не выбрана техническая модель предфильтрации"", - объясняет депутат."
5,"Обсуждение законопроекта с экспертным сообществом будет продолжено, но рабочая группа вернется к его разработке, только если будет понятно, как решить эти два вопроса, добавил представитель Мизулиной."
6,"Впервые идею фильтрации интернета по умолчанию депутат высказала в прошлом году, предложив для защиты детей от вредной информации изначально обеспечить настройку ""чистый интернет"" на уровне оператора связи с возможностью для пользователей отключить ее."
7,"А прошлым летом комитет Мизулиной рассматривал концепцию предварительной фильтрации интернета, которую для него разрабатывала Лига безопасного интернета."
8,"Однако операторы неоднократно указывали на ее многочисленные недостатки."
9,"В частности, заявляли они, цена оборудования для реализации закона слишком велика."
10,"Кроме того, установка такого оборудования может повлиять на качество услуг доступа в интернет, увеличить себестоимость доступа в глобальную сеть."
