"sent_id","par_id","source","book_id","par_pos","sent_pos"
32315,10281,"Государственная дума Федерального Собрания Российской Федерации сегодня проголосовала за то, чтобы принять за основу обращение к президенту и правительству, призывающее признать независимость двух непризнанных республик в Грузии — Абхазии и Южной Осетии.",1058,1,1
32316,10282,"«Депутаты Госдумы, изучив обращения Абхазии и Южной Осетии, обращаются к президенту и правительству РФ с предложением рассмотреть вопрос о целесообразности признания независимости Абхазии и Южной Осетии»,",1058,2,1
32317,10282,"— говорится в проекте заявления.",1058,2,2
32318,10283,"«В заявлении подчёркивается, что в случае вступления Грузии в НАТО, а также в случае возможной агрессии со стороны Грузии в отношении Абхазии и Южной Осетии Российская Федерация предпримет все необходимые меры вплоть до военного участия для защиты граждан Российской Федерации»,",1058,3,1
32319,10283,"— сообщил Алексей Островский, глава комитета Госдумы по делам СНГ и связям с соотечественниками Алексей Островский в интервью телеканалу «Вести».",1058,3,2
32320,10284,"Как заявил председатель комитета по внешним связям парламента Грузии Константин Габашвили, официальная реакция со стороны этой страны на инициативу российских депутатов поступит на следующей неделе.",1058,4,1
32321,10285,"«Ответ на заявление российской Госдумы должен быть взвешенным и адекватным, а потому необходимо изучить текст принятого документа»,",1058,5,1
32322,10285,"— сказал депутат, добавив, что ответом может стать не заявление, а «серьёзные решения, которые будут исчерпывающими».",1058,5,2
32323,10286,"В начале марта парламент Абхазии обратился к ООН, Евросоюзу и ОБСЕ с просьбой о признании независимости этой республики.",1058,6,1
32324,10287,"Также отдельное заявление, в котором выражена просьба о содействии международному признанию Абхазии, было направлено в Государственную думу и Совет Федерации России.",1058,7,1
32325,10288,"Ранее с аналогичной просьбой выступил и парламент Южной Осетии, депутаты которого обратились к международному сообществу с просьбой признать её независимость, ссылаясь на «прецедент Косова».",1058,8,1
