"sent_pos","source"
0,"Акира Куросава — путь самурая 23 марта исполняется 101 год со дня рождения режиссёра Акиры Куросавы Куросава боготворил Достоевского , всегда повторяя , что в его произведениях атмосфера сгущена до предела — притом что он как никто знает всё о человеке ."
1,"Интересно , что потом то же самое сказали о нём самом : один из немногих японских киноведов , который ценит Куросаву ."
2,"В целом же на родине к нему почти безразличны ."
3,"Конфликт между японским миропониманием ( закрытым и нам не слишком понятным ) и модернистом Куросавой ( универсалистом , соединившим Восток и Запад легко и играючи , чего никому до него не удавалось ) продолжается ."
4,"Многие шведы своего Бергмана костерят почём зря как раз за его « излишнюю » одухотворённость ."
5,"Куросаву японцы , наоборот , обвиняют в попсовости , потрафлении низким европейским вкусам и чуть ли не предательстве национальных интересов ."
6,"Между тем всё это далеко не так безобидно , как выглядит в легкомысленном пересказе : во времена оны , вконец раздавленный реакцией публики и критиков на очередной свой фильм , Куросава даже помышлял о самоубийстве ."
7,"Потому что он , несмотря на свой знаменитый универсализм , на любовь к христианину Достоевскому , всегда смотрел в сторону смерти ."
8,"Как и всякий уважающий себя японец ."
9,"Его старший брат Хейго покончил с собой ещё в ранней молодости , совершив двойное самоубийство вместе с подругой , хотя никаких видимых причин для такого радикального шага не было ."
10,"Кстати , этот самый брат ( по словам очевидцев , циник и интеллектуал ) чем-то напоминал другого японского радикала ХХ века — Мисиму ."
11,"Тоже всю жизнь боровшегося с влечением к смерти ."
12,"( Как известно , влечение таки победило : в 70-х Мисима совершил ритуальное самоубийство , сделав харакири . )"
13,"И хотя многие в Японии лишь пожали плечами , заподозрив его в позёрстве — какое , к чёрту , харакири в 70-х годах ХХ века !"
14,"— для японца , по-видимому , такой уход из жизни выглядит совершенно логичным ."
15,"Если европеец лечится от стремления к смерти у психоаналитика , то японец припоминает , что самураям при малейшей провинности вменялось харакири ."
16,"Учитывая , что средневековый уклад продержался в Японии аж до середины XIX века и что Куросава происходил как раз из семьи самураев ( довольно знатной семьи ) , остаётся лишь перекреститься : ух , слава богу , что мысль взрезать себе живот , не дрогнув лицом , то и дело , по-видимому , посещавшая Куросаву , так и не осуществилась ."
17,"В результате он прожил без малого 88 лет , покинув сей мир сравнительно недавно и оставив нам пусть и не обширную , но на редкость выразительную коллекцию фильмов ."
18,"Наследие , на которое будут ещё долго равняться киноманы и кинематографисты всей планеты : как уже говорилось , именно ему , и больше никакому другому японцу , удалось сплавить европейские мифы с чисто японскими , влить новое вино в старые мехи и заодно полностью обновить язык кино и способ повествования ."
19,"И это при сильнейшем сопротивлении ."
20,"Не благодаря , а вопреки … Даже самые академически педантичные российские достоеведы признают за куросавским « Идиотом » невиданную « аутентичность » : никакому Бортко не приснится ."
21,"Да что там Бортко : перед японским « Идиотом » пасует даже и Пырьев со своей диковатой , но весьма точной по настроению версией ."
22,"Как это ни прискорбно , именно « Идиот » почему-то вызвал в Японии приступы неконтролируемой ярости ."
23,"Есть даже неприличное подозрение , что хулители просто не читали первоисточник ."
24,"А если к невежеству прибавить глухоту к искусству ( болезнь , особенно распространённая среди критиков ) , то картина получится весьма неприглядная ."
