"sent_pos","source"
0,"На Украине объявили окончательные итоги выборов По итогам подсчета 100% голосов результат победителя Петра Порошенко составил 54,7%."
1,"На Украине подвели окончательные итоги прошедших 25 мая президентских выборов."
2,"По итогам подсчета 100% голосов результат победителя Петра Порошенко составил 54,7%."
3,"Второе место заняла Юлия Тимошенко, которую поддержали 12,8% избирателей."
4,"Третье место досталось народному депутату Олегу Ляшко - он получил 8,32% голосов."
5,"Окончательная явка на президентских выборах составила 60,29%."
6,"Инаугурация запланирована на 9 или 10 июня."
7,"С победой на выборах Порошенко поздравили многие западные руководители, в том числе генсек ООН Пан Ги Мун и президент США Барак Обама."
8,"Что касается российского лидера, то помощник главы государства Юрий Ушаков 28 мая заявил, что Владимир Путин поздравит Порошенко после подведения окончательных итогов выборов."
9,"Петр Порошенко объявил, что после инаугурации подпишет экономическую часть Соглашения об ассоциации с Евросоюзом."
10,"Ожидается, что новый украинский лидер может встретиться с Путиным 6 июня во время празднования 70-летия высадки союзнических войск в Нормандии."
11,"Встреча Порошенко с Обамой может произойти еще раньше - 3 июня в Варшаве, отмечает РБК."
12,"Порошенко уже заявил о готовности вести диалог с российским руководством."
13,"Новый президент хочет сохранить региональный статус русского языка и предоставить большую самостоятельность региональным властям."
14,"Он отметил, что спецоперация на востоке Украины должна длиться не два-три месяца, а несколько часов."
15,"Одним из основных пунктов предвыборной программы Порошенко является возвращение Крыма мирным, дипломатическим путем."
