"sent_id","par_id","source","book_id","par_pos","sent_pos"
36796,11749,"Чудеса философской кухни",1277,1,1
36797,11749,"Словацкий философ Славой Жижек пытается разъяснить христианство при помощи психоанализа, не упуская при этом ни одного злободневного вопроса современной политики",1277,1,2
36798,11750,"Славой Жижек.",1277,2,1
36799,11750,"Кукла и Карлик: христианство между ересью и бунтом.",1277,2,2
36800,11750,"М.: Европа, 2009.",1277,2,3
36801,11751,"Единственное, чего не должен опасаться читатель этой книги, — это скуки.",1277,3,1
36802,11751,"Уже во введении автор обещает ему «два в одном».",1277,3,2
36803,11751,"Заявляет, что в христианстве («кукла») содержится субверсивное (оно же перверсивное) ядро, доступное только настоящему диалектическому материалисту («карлик»), каковым стать невозможно, не пройдя через христианский опыт.",1277,3,3
36804,11752,"Где перверсии, там и доктор.",1277,4,1
36805,11753,"Поэтому Жижек вручает своему читателю увесистый психоаналитический ключ работы Жака Лакана и в ключевых местах книги цитирует мэтра, по ходу замечая, что тот обычно противоречит сам себе через каждые десять страниц.",1277,5,1
36806,11754,"Выдаётся читателю и ключ исторический.",1277,6,1
36807,11754,"Оттолкнувшись от тезиса, что вечность меньше временности и лишь в ней может актуализировать себя (Шеллинг), Жижек проясняет своё толкование христианских догматов примерами из политической биографии Ленина и Сталина, а заговаривая о дзен-буддизме, вспоминает о преступлениях японской армии во время Второй мировой войны.",1277,6,2
36808,11755,"Основным прототипом «Куклы и Карлика» следует признать, конечно, неувядаемую гегелевскую «Феноменологию духа».",1277,7,1
36809,11755,"Именно поэтому Жижек неутомимо размывает грани между противоположными понятиями — целым и частью, законом и любовью, милосердием и терроризмом и т.д.",1277,7,2
36810,11755,"В какой-то момент он затрагивает даже классическую проблему соотношения явления и вещи в себе.",1277,7,3
36811,11755,"Тут-то, казалось бы, и должен наступить конец категории «реального» в психоанализе, однако та, как сказочный Иванушка, живой и невредимой выскакивает из крутого философского кипятка.",1277,7,4
36812,11756,"В конце концов, Жижек сводит христианство к потребности в «большом Другом» (понятие Лакана) и задаётся вопросом:",1277,8,1
36813,11756,"«А нам и вправду нужен Бог?»",1277,8,2
36814,11756,"Для христианства, по его мнению, пришло время принести себя в жертву во имя светлого будущего.",1277,8,3
36815,11757,"Вне всякого сомнения, при всём своеобразии этого стиля мышления терпеливый читатель найдёт у Жижека много полезного.",1277,9,1
36816,11757,"Изумляет другое — некое второе дно этой книги, безапелляционные личные авторские оценки, которые без особого труда можно извлечь из эпитетов и придаточных предложений.",1277,9,2
36817,11757,"Например, по Жижеку, американский менеджер, занимающийся по утрам джоггингом, — это нежить, а вот палестинский террорист-смертник подрывает себя в силу избытка живой жизни, которым просто не может не поделиться.",1277,9,3
36818,11757,"Очень хочется заглянуть Жижеку в его честные глаза и спросить, готов ли он сам взлететь на воздух за свои убеждения.",1277,9,4
36819,11757,"Если нет, получается, что уважаемый автор по-прежнему живёт в им же описанном развитóм социализме, где в кухонном разговоре можно относительно безнаказанно клеймить режим, при этом быть совершенно счастливым и не нуждаться ни в каких переменах.",1277,9,5
36820,11758,"Блогеры:",1277,10,1
36821,11759,"Кирилл Мартынов (kmartynov.livejournal.com):",1277,11,1
36822,11759,"«Жижек напоминает журналиста в поисках сюжета.",1277,11,2
36823,11759,"Перед ним на столе лежит набор инструментов.",1277,11,3
36824,11759,"Вот гегелевская диалектика, вот марксизм, вот лакановская версия психоанализа.",1277,11,4
36825,11759,"Неутомимый словенский естествоиспытатель препарирует этими своими щипцами и иголками буквально всё, что под руку попадётся.",1277,11,5
36826,11759,"Начиная от взаимоотношений товарищей Сталина и Пастернака и заканчивая шоколадным яйцом «Киндерсюрприз».",1277,11,6
36827,11759,"В книге «Кукла и карлик», английское издание которой впервые увидело свет в 2003 году, Жижеку попадается христианство.",1277,11,7
36828,11759,"И он с энтузиазмом принялся сводить с ним счёты.",1277,11,8
36829,11760,"Мне кажется, что данная работа, благодаря своим небольшим размерам, является неплохим введением как в «философию Жижека», так и в современную стилистику мышления вообще.",1277,12,1
36830,11760,"Жижек демонстрирует, как ещё не стыдно мыслить сегодня.",1277,12,2
36831,11760,"Вот его рецепт: взять скандальную тему (религия в данном случае), вскрыть её связи с актуальной массовой культурой, присыпать анекдотами, провести аналогии с сексом и Сталиным.",1277,12,3
36832,11760,"А после этого выкидывать трюки, вполне стандартные, но эффектные для новых читателей, а следовательно — реализующие цель автора, атакующего доксу».",1277,12,4
36833,11761,"irinafil (irinafil.livejournal.com):",1277,13,1
36834,11761,"«Ну известно, что Жижек — матёрый диалектик, специалист по параллелям и вертикалям, субверсиям и перверсиям (кстати сказать, отчего такой неуверенный перевод подзаголовка — «ересь и бунт»?), ну здесь он превосходит самого себя.",1277,13,2
36835,11761,"Как будто у него имеется система взаимоотображающихся зеркал, как в калейдоскопе, благодаря чему складываются картинки и схемы.",1277,13,3
36836,11761,"Непонятно только, почему при всей необязательности и случайности диалектических манипуляций, орнамент выходит устойчивым и картинки красивые.",1277,13,4
36837,11761,"Слава рефлексии».",1277,13,5
