"sent_pos","source"
0,"Семидесятишестилетний президент Европейского футбольного союза (УЕФА) Леннарт Юханссон (Lennart Johansson) передумал уходить на пенсию, и намерен продолжить своё президентство ещё на четыре года."
1,"Об этом Юханссон заявил на шведском телевидении."
2,"Перевыборы президента УЕФА состоятся в январе 2007 года в Дюссельдорфе."
3,"Ранее Юханссон давал понять, что он не будет больше выставлять свою кандидатуру."
4,"Юханссон передумал, несмотря на свой преклонный возраст: «На данный момент ещё никто серьёзно не выразил намерения занять его пост."
5,"Те же, кто выражает такое желание, не имеют достаточной компетенции»."
6,"В последние месяцы интересовались этим Франц Бекенбауэр (Германия) и Мишель Платини (Франция)."
7,"На шведском телевидении высказывание о некомпетентности относят, скорее, к Платини."
8,"Предположительно, Юханссон хотел бы видеть своим наследником Бекенбауэра, который отшучивается словами: «В моём возрасте (60 лет) пора уже думать об удочке у тихой речки»."
9,"Об изменении ситуации Юханссон говорил в телевизионном интервью: «В настоящий момент меня пытаются переубедить."
10,"И если ничто больше не изменится, я продолжу»."
11,"В том числе потому, что сложными становятся механизмы регулирования и коммерческие интересы в футболе, которые «требуют полной отдачи сил», говорит Юханссон, «поэтому я лучше буду продолжать, чем позволю всему рухнуть»."
12,"Бекенбауэр свой интерес к президентству УЕФА до сих пор всегда облекал в дипломатично отточенные утверждения и ссылался, прежде всего, на мнение Юханссона: «Это было бы задание, которое бы меня вдохновило."
13,"Но, сначала я должен выяснить, действительно ли господин Юханссон уходит»."
14,"Потенциальный конкурент Платини менее сдержан, и уже в прошлом году официально заявил о своих намерениях и сделал конкретные предложения по реформированию кубка Европы."
15,"Однако, в 2005 году Юханссон продавил продление своего третьего президентского срока ещё на один год, до следующего конгресса УЕФА, который пройдёт 25 января 2007 в Дюссельдорфе."
16,"Это продление было на руку Бекенбауэру, так как в настоящий момент он занят организацией чемпионата мира в Германии."
17,"В Швеции решение Юханссона не встретило полной поддержки."
18,"Комментарий шведского телевидения: «Единственная ошибка Юханссона в том, что он не может достойно воспринять конец своего президентства."
19,"Каждая эпоха когда-то заканчивается»."
