"sent_pos","source"
0,"Власти хотят засекретить информацию о борьбе с терроризмом Правительство считает этот шаг эффективным, а журналисты называют «шизофренией»."
1,"Российское правительство считает необходимым наложить гриф секретности на всю информацию, касающуюся борьбы с терроризмом."
2,"Эта мера, по мнению министров, сделает противостояние террористам более эффективным."
3,"Данные поправки предлагается внести в статью 5 закона «О государственной тайне», который устанавливает список данных, представляющих гостайну."
4,"Если законодатели одобрят эти изменения, то в документе появится пункт о том, что гостайной являются «сведения в области экономики, науки и техники о защищённости критически важных объектов и потенциально опасных объектов инфраструктуры Российской Федерации от террористических и диверсионных актов»."
5,"Кроме того, секретной будет являться информация о финансировании деятельности по борьбе с терроризмом, о средствах, источниках, методах, планах и результатах такой деятельности, о формах, методах и условиях организации и планирования террористической деятельности, о результатах финансового мониторинга в отношении организаций и физических лиц, полученных в связи с проверкой их возможной причастности к террористической (экстремистской) деятельности."
6,"По сути, это запрет на представление населению какой-либо информации о терактах."
7,"Отметим, что многие эксперты, правозащитники и журналисты не согласны с этим запретом и считают, что данные перемены — камень в огород СМИ, которые вскрывают подробности о терактах и рассказывают о них гражданам."
8,"«Если это не опечатка, то это уже шизофрения."
9,"Что хотят засекретить?"
10,"Деятельность террористов?"
11,"Мы должны делать тайну из того, что делают тайной преступники?"
12,"Формы и методы борьбы с террористами действительно должны быть секретными."
13,"Как и работа нелегальных агентов."
14,"Речь в законе идёт об ограничениях доступа к информации, важной для общества."
15,"Получается парадокс: органы как бы сами собираются заниматься терроризмом."
16,"Я надеюсь, что это просто неудачная формулировка», — цитирует NEWSru.com секретаря Союза журналистов России Михаила Федотова."
17,"Эксперт Института прав человека Лев Левинсон и вовсе считает, что данный запрет только навредит власти, так как может быть истолкован обществом превратно, поскольку выходит, что «власть объявила деятельность террористов государственной тайной»."
18,"Кроме того, считает аналитик, это закончится отсутствием «полноты информации, так как СМИ будут вправе сообщить лишь о том, что совершён теракт."
19,"А при неполной информации общество будет сомневаться, что власть способна эффективно противодействовать террористам», — считает эксперт."
