"sent_pos","source"
0,"Закупай «ЖЖетоны» LiveJournal запускает собственные виртуальные деньги для оплаты своих сервисов."
1,"«ЖЖетон» — так будет называться новое средство платежа, коим можно рассчитаться за пользование сервисами «Живого журнала», в частности, за платные аккаунты, выбор дополнительных «юзерпиков», виртуальные подарки и реальные товары с символикой ЖЖ."
2,"Онлайн-валюту можно приобрести в интернет-магазине ЖЖ по курсу один «ЖЖетон» за 0,01 доллара, а также с помощью электронных платёжных систем, пластиковых карт или SMS."
3,"Сторонники нововведения считают, что онлайн-валютой расплачиваться за сервисы и виртуальные товары намного удобнее, чем карточками."
4,"Процесс платежа упрощается хотя бы потому, что пользователю не придётся вводить данные своей карты при каждой покупке."
5,"Для пущего удобства рекомендуется приобрести «ЖЖетоны» с запасом и по мере необходимости пускать их в ход."
6,"Их также можно переводить на другие аккаунты ЖЖ."
7,"Предполагается, пишут «Ведомости», что в перспективе на собственную валюту LiveJournal можно будет приобретать виртуальные товары в играх и приложениях, которые будут интегрированы в ЖЖ."
8,"Отметим, что свои виртуальные валюты введены у международной социальной сети Facebook и у российской «ВКонтакте»."
9,"«Одноклассники» также в обозримой перспективе собираются запустить в обращение свою виртуальную валюту."
10,"Эксперты отмечают, что, в отличие от Facebook и «ВКонтакте», валюта ЖЖ — всего лишь новый сервис, а не попытка создать реальную платёжную систему."
