"sent_pos","source"
0,"В Твери состоится вечер памяти отца Павла Адельгейма Встреча задумана как вечер-воспоминание, в ходе которого люди, знавшие отца Павла, расскажут о том, какую радость они испытали от общения с этим исповедником веры."
1,"В славянском зале Тверской областной универсальной научной библиотеки им."
2,"А.М. Горького 21 марта состоится вечер памяти убитого в августе прошлого года священника Павла Адельгейма, известного своими публичными выступлениями по проблемным вопросам внутрицерковной жизни."
3,"Встреча задумана как вечер-воспоминание, в ходе которого люди, знавшие отца Павла, расскажут о том, какую радость они испытали от общения с этим исповедником веры, творческим человеком, имевшим дар и решимость жить по Евангелию в один из самых непростых периодов жизни православной церкви в нашей стране."
4,"Павла Адельгейма вспоминают как истинного христианина."
5,"Он достойно нес пастырское служение, создал приют для детей с нарушениями в развитии, приходскую школу, и все свои поступки не считал чем-то особенным."
6,"NEWSru.com напоминает, что 5 августа 2013 года отец Павел Адельгейм был убит в собственном доме страдающим психическим заболеванием 27-летним Сергеем Пчелинцевым, который обратился к священнику с просьбой помочь исцелиться от болезни."
7,"Как сообщил тогда в своем блоге депутат Псковского законодательного собрания Лев Шлосберг, Пчелинцев три дня жил в доме отца Павла по просьбе некоей женщины из Москвы."
8,"Возможно, кто-то думал, что слово пастыря спасет душевнобольного"", - писал Лев Шлосберг."
9,"Депутат уточнил, что вечером 5 августа во время разговора на кухне гость схватил нож и ударил священника в живот."
10,"""Убийство Адельгейма - утрата такого же масштаба, как и смерть Александра Меня"", - привел телеканал ""Дождь"" слова Льва Шлосберга."
