"sent_pos","source"
0,"АнтиПоттер Руководство по эксплуатации волшебной палочки: поколение ГП, из чего оно состоит?"
1,"Сходили на четвертый и пятый фильмы из ретроспективы «Гарри Поттера» (ГП)."
2,"Профессия обязывает."
3,"Преподаватель не может оставаться профессионалом, если не следит за тем, какой массово-культурный контекст формирует мозг новому поколению учеников."
4,"Мне уже говорили мои молодые коллеги и просто уважаемые знакомые, что ГП — это глубокая философская эпопея едва ли не круче Толкиена и т.д. Я несколько раз честно пыталась одолеть первый том."
5,"Мне говорили, что надо заставить себя дочитать до третьего, тогда подсядешь."
6,"Не смогла."
7,"Слишком «много буков»."
8,"Дальше половины первого тома я так и не продвинулась."
9,"И в этой половине было достаточно поводов для недоумения: какого чёрта такая шумиха вокруг?"
10,"Я посмотрела первых два когда-то, но не прониклась."
11,"И всё же моя профессиональная совесть была нечиста, поэтому я решила использовать дешёвые ретроспективные билеты, чтобы заполнить пробел в своём педагогическом опыте."
12,"Иначе как я буду работать, не понимая, с поколением ГП?"
13,"Без букв В кино становится понятно, что книги писались для экрана."
14,"Но и к экранной версии у меня остались те же претензии, что и к книге, и кое-что прибавилось."
15,"Не отрицаю, что проект ГП имеет некоторые достоинства."
16,"Полагаю, что его разработали интеллектуалы-социологи очень высокого класса, и можно предположить, зачем."
17,"Не самый худший языковой контур воспитывается брендом ГП."
18,"Там есть здоровая соревновательность, некоторый пафос ученичества — уважения и противостояния учителям, политическая корректность так и прёт, взаимовыручка и взаимопомощь, благородство в поступках, высмеивается пустое аристократическое чванство и порицается бюрократия, прививаются кое-какие хорошие манеры и так далее."
19,"Спецэффекты, конечно, дают фантастическую степень правдоподобия волшебного мира."
20,"И всё-таки это очень поверхностно."
21,"Можно даже закрыть глаза на то, что многие сюжетные линии не проработаны как следует."
22,"В четвёртом фильме не хватило средств на оцифровку четырёх схваток с драконами, пришлось ограничиться одним триумфом Гарри Поттера."
23,"Впрочем, полагаю, что даже не столько средств, сколько воображения прописать четыре разных схватки."
24,"А в пятой серии, например, просто выбросили несчастную Чжоу, которую накормили сывороткой правды."
25,"Она оказалась невиновной, но её уже исключили из развития сюжета за одно подозрение в предательстве."
26,"Гэги не цепляются один за другой, вплавленные в непрерывную динамику развития действия, как этому учит нас классика вроде «Индианы Джонса», а вставлены эпизодами с перебивкой малосодержательными разговорами."
27,"Маски персонажей однообразны и не имеют развития."
28,"Даже тройка самых главных героев, которые просто-таки физически растут на протяжении эпопеи, мозгами не меняются ни на йоту."
29,"Остаётся совершенно неясным, какова причина противостояния этого Вольдемара, или как его там, регулярным волшебникам."
30,"Получается, что он пакостит просто из природной вредности характера."
31,"Ну и так далее."
32,"Без переклички Но это не главное."
33,"Главное — практически полное отсутствие традиции за этим повествованием."
34,"Просто трудно поверить, что такой пустопорожний текст произвела на свет англичанка."
35,"Ни капли высокого философского английского абсурда, данного нам в трактатах про Алису и Винни Пуха."
36,"Подумаешь, движущиеся портреты и фотографии!"
37,"Почему бы не парадоксы пространства-времени?"
38,"Мой сын после просмотра пятой части сказал по поводу сеанса волшебного психоанализа, что следующим этапом необходимо было заставить Гарри Поттера перед зеркалом противостоять проникновению в подсознание самому себе, а не только давать копаться у себя в мозгах какому-то декаденту, обиженному тем, что некогда папенька Гарри снял волшебной палочкой с него, с декадента, штаны прямо в воздухе."
