"sent_pos","source"
0,"Движение на красной ветке столичного метро обещают восстановить к 13:30 мск."
1,"В результате возгорания в тоннеле станции ""Охотный Ряд"" Сокольнической линии Московского метрополитена пострадали 47 человек, семеро госпитализированы."
2,"Об этом сообщили в пресс-службе ГУ МЧС столицы."
3,"По словам медиков, никто из пассажиров серьезно не пострадал."
4,"Все госпитализированные, скорее всего, будут отпущены домой уже к вечеру, сообщил заместитель мэра по социальной политике Леонид Печатников."
5,"""Никаких тяжелых отравлений угарным газом нет, им оказано профилактическое лечение"", - цитирует РБК чиновника."
6,"Сообщение об инциденте поступило на пульт дежурной службы около 08:17 мск."
7,"Причиной ЧП стало возгорание кабеля на путях, что повлекло серьезное задымление."
8,"В связи с пожаром пришлось закрыть ""Охотный Ряд"", ""Лубянку"" и ""Комсомольскую""."
9,"На других станциях из-за наплыва пассажиров началась давка."
10,"В данный момент движение на Сокольнической ветке осуществляется от ""Улицы Подбельского"" до ""Комсомольской"" и от ""Юго-западной"" до ""Парка культуры""."
11,"Спасатели эвакуировали около 4 тыс."
12,"500 пассажиров."
13,"В ликвидации возгорания были задействованы 275 человек и 75 единиц техники."
14,"Как сообщили в правоохранительных органах столицы, три поезда около часа находились в туннеле между ""Лубянкой"" и ""Охотным Рядом""."
15,"После снятия напряжения с контактного рельса пассажиры смогли выйти из вагонов и по путям вернуться на ""Лубянку""."
16,"Сложная транспортная ситуация сложилась в центре столицы."
17,"Приостановлено движение наземного транспорта по улице Большая Дмитровка."
18,"Возле станций ""Комсомольская"" и ""Парк культуры"" дополнительно пущено 40 автобусов, троллейбусов, трамваев."
19,"При этом компенсационных маршрутов автобусов вдоль Сокольнической линии метро не будет, поскольку пустить автобусы в центральной части города вдоль красной ветки метро не представляется возможным."
20,"""Станции, попавшие в зону сбоя находятся в пешеходной доступности друг от друга, а дополнительные автобусы только усложнят транспортную ситуацию в районе"", - уточнили в транспортном ведомстве."
21,"Как сообщают очевидцы, некоторые столичные таксисты воспользовались транспортным коллапсом в городе и взвинтили цены за проезд в десять раз."
22,"В пресс-службе Департамента транспорта Москвы заверили, что принимают все меры для оперативной ликвидации последствий ЧП."
23,"Начальник ГУП ""Московский метрополитен"" Иван Беседин лично прибыл на место происшествия."
24,"Чиновники заявили, что движение поездов на красной ветке будет восстановлено к 13:30 мск."
25,"Окончательно последствия пожара будут устранены ночью, когда подземка закрыта для пассажиров."
