"sent_pos","source"
0,"Завидное постоянство Премьер-министр Японии сформировал новое правительство страны."
1,"Премьер-министр Японии Наото Кан объявил состав нового кабинета министров вскоре после того, как сообщил об отставке предыдущего правительства страны."
2,"По его словам, обновлённое правительство должно более успешно справляться с укреплением национальной экономики, расширением свободной торговли и ростом конкурентоспособности, сообщает РБК."
3,"В результате кадровых перестановок на пост секретаря кабинета министров страны вместо Есито Сэнгоку был назначен Юкио Эдано, являющийся генеральным секретарём правящей Демократической партии."
4,"Кроме того, министром экономической и фискальной политики Японии назначен Каору Йосано вместо Банри Кайэды, передаёт Associated Press."
5,"Б.Кайэда, в свою очередь, стал министром экономики и промышленности."
6,"Кроме того, министром юстиции страны сегодня был назначен Сацуки Эда, а главой Комитета госбезопасности — Кансэй Накано вместо Томико Окадзаки."
7,"Главой Министерства государственных земель, инфраструктуры, транспорта и туризма Японии стал Акихиро Охата."
8,"Всего перестановки коснулись около трети всех министерских кресел."
9,"Свои посты сохранили министр финансов Йосихико Нода, глава внешнеполитического ведомства страны Сэйдзи Маэхара и министр обороны Тосими Китадзава."
10,"Ранее сегодня Н.Кан отправил правительство в отставку."
11,"Выступая с речью на очередной конференции правящей Демократической партии, Н.Кан заверил, что перестановки в правительстве помогут укрепить лидерство партии и создать сильную команду, способную реформировать страну."
12,"Важнейшая задача, которая стоит перед Н.Каном и его новым правительством, — это проведение через парламент бюджета страны на 2011 финансовый год (начнётся 1 апреля 2011 года)."
13,"Его объём составит 92,4 трлн иен (1,1 трлн долларов)."
14,"Новый состав кабинета министров станет уже третьим с момента прихода к власти Н.Кана, и, по словам Ю.Эдано, перестановки проходят в «очень сложное время» как для Японии, так и для правящей партии."
15,"«Наша судьба зависит от того, сможем ли мы достичь запланированных результатов», — добавил новый секретарь правительства."
16,"Отметим, что общественное мнение в Японии играет значительную роль в политической жизни."
17,"Так, в июне 2010 года из-за резкого падения доверия вынужден был уйти в отставку Юкио Хатояма, занимавший тогда пост премьер-министра страны."
18,"А в конце ноября 2010 года из-за неосторожного высказывания лишился своего поста министр юстиции Минору Янагида, чьей отставки потребовала оппозиция."
