"sent_id","par_id","source","book_id","par_pos","sent_pos"
94563,33552,"Бизнес на открытых данных по госзаказу",3493,1,1
94564,33553,"Экспертный обзор порталов по гос.закупкам – достоинства, недостатки, рекомендации и перспективы",3493,2,1
94565,33554,"Всё то время, что я занимаюсь открытыми данными, я слышу одни и те же вопросы.",3493,3,1
94566,33554,"Приносят ли открытые данные пользу?",3493,3,2
94567,33554,"Можно ли создать на их основе что-либо реально востребованное гражданами и бизнесом?",3493,3,3
94568,33554,"И, наконец, можно ли заработать на открытых данных?",3493,3,4
94569,33554,"Я могу ответить на эти вопросы “Да”, но такого ответа, обычно, недостаточно, а рассказывать про всё хорошее хоть и возможно в теории, однако без примеров понять пользу от открытых данных довольно сложно.",3493,3,5
94570,33555,"Немного истории",3493,4,1
94571,33556,"Когда в 2005 Государственная Дума Российской Федерации принимала 94 Федеральный закон, посвященный регулированию государственного и муниципального заказа, никто еще не знал таких терминов как открытые данные.",3493,5,1
94572,33556,"И, для большинства пользователей сети, это событие произошло абсолютно незаметно.",3493,5,2
94573,33556,"Но, фактически, произошла информационная революция.",3493,5,3
94574,33556,"Закон и все последующие за ним нормативные документы закрепили два важных принципа:",3493,5,4
94575,33557,"- раскрытие всей информации по государственному и муниципальному заказу в сети Интернет;",3493,6,1
94576,33558,"- бесплатность этой информации для пользователей и отсутствие юридических ограничений на её использование.",3493,7,1
94577,33559,"Необходимо отметить, что с началом 2014г на смену 94-ФЗ пришел 44 Федеральный закон, - закон о Федеральной контрактной системе.",3493,8,1
94578,33559,"К этой важной вехе мы еще вернемся в этой статье.",3493,8,2
94579,33560,"Политика",3493,9,1
94580,33561,"Следствием политики открытости оказалось начало публикаций о коррупции в госзаказе в СМИ, а через несколько лет, когда появилась критическая масса активных блоггеров, -непрерывный поиск и обсуждение госзакупок в социальных сетях.",3493,10,1
94581,33562,"Вы можете вспомнить многочисленные публикации Алексея Навального и появление специализированных сообществ в ЖЖ, журналистов отраслевых и общенациональных изданий, которые выискивали закупку роскоши, некачественных товаров и просто коррупцию.",3493,11,1
94582,33563,"Сейчас, кого ни спроси о госзаказе, политику вспоминают в первую очередь.",3493,12,1
94583,33563,"Тема государственных расходов в общественном мнении напрямую оказалась связанной с коррупцией, прозрачностью и другими вопросами политической повестки в стране.",3493,12,2
94584,33564,"Бизнес",3493,13,1
94585,33565,"В это время, в стороне и слегка незаметно от общественной движухи всегда были те, кто сразу понял ценность раскрываемой информации.",3493,14,1
94586,33565,"В отличии от граждан-активистов далеко не все предприниматели были и остаются уверены в тотальной коррупции и невозможности выигрывать тендеры конкурентным образом.",3493,14,2
94587,33565,"Для таких предпринимателей и стали появляться сервисы удобного поиска, подбора и подписки на актуальные заказы.",3493,14,3
94588,33566,"За эти годы появилось несколько десятков таких проектов.",3493,15,1
94589,33566,"Все они были в разном качестве, есть очень разные и очень похожие.",3493,15,2
94590,33566,"Некоторые существовали очень давно, еще до госзаказа они агрегировали данные по коммерческим закупкам, а потом включили в свои сервисы госзаказ.",3493,15,3
94591,33566,"Другие стартапы стали появляться совершенно недавно и, благодаря использованию современных технологий работы с большими данными, вывели на рынок сервисы принципиально иного качества.",3493,15,4
94592,33567,"Два наиболее заметных сервиса, которые наиболее заметны и доступны прямо сейчас – это IST Budget и Закупки360.",3493,16,1
94593,33568,"Сервисы",3493,17,1
94594,33569,"Много лет назад, когда я лично занимался темой мониторинга госзаказа, я был абсолютно уверен, что невозможно заработать только на подписке для поставщиков.",3493,18,1
94595,33569,"При наличии единого государственного сайта такого как zakupki.gov.ru – коммерческие сервисы не выживают.",3493,18,2
94596,33569,"Пример в виде ISTBudget.ru, о котором еще пойдет речь, отчасти это подтверждает.",3493,18,3
94597,33570,"Но есть и другие примеры.",3493,19,1
94598,33571,"Zakupki360.ru",3493,20,1
94599,33572,"Закупки360 – это достаточно «свежий» проект в сегменте открытых данных в госзакупках, который привлёк моё внимание.",3493,21,1
94600,33572,"Его главная особенность - технологичность.",3493,21,2
94601,33572,"Разработчики пошли по пути решения проблем с обработкой огромного объёма данных и создания гибкой системы поиска для тех поставщиков, которые готовы сами искать закупки, но ищущие удобный инструмент с добротно автоматизированной функциональностью.",3493,21,3
94602,33573,"То, что мне более всего бросилось в глаза - это:",3493,22,1
94603,33574,"- сложный поиск, включая поиск по 44-ФЗ.",3493,23,1
94604,33574,"Поиск не только по анонсам закупкок, но и по всей документации;",3493,23,2
94605,33575,"- быстрый поиск заказчиков и поставщиков при фильтрации и с автоподстановкой;",3493,24,1
94606,33576,"- история поисковых запросов – каждый запрос сохраняется, и еще и результаты приходят по подписке в почту и/или в виде смс;",3493,25,1
94607,33577,"- минимализм.",3493,26,1
94608,33577,"Только то, что действительно необходимо.",3493,26,2
94609,33578,"И, практически, ничего лишнего, никаких сопутствующих услуг – главная возможность, поиск, отточена до очень высокого качества.",3493,27,1
94610,33579,"О недостатках, или чего мне как пользователю не хватало в данном сервисе:",3493,28,1
94611,33580,"1. Аналитика по заказчикам и поставщикам, их совместным тендерам могла быть более развернутой и прозрачной.",3493,29,1
94612,33580,"Рейтинги взаимных участий в конкурсных процедурах по поставщику и заказчику, подборка подходящих открытых тендеров для поставщика, выявление похожих закупок по названию и документации , прогнозы участий и цен – это все хорошо, но аналитика госзакупок сегодня этим не удивишь.",3493,29,2
94613,33581,"2. Раз уж это попытка создать высокотехнологичный поисковик в минималистичном интерфейсе, о чем говорит применение в сервисе лингвистических технологий для поиска похожих закупок, например, - был бы крайне уместен и единый поиск по всем сущностям из одного поля.",3493,30,1
94614,33582,"3. Предиктивный ввод поисковых фраз, облегчающий решение поисковых задач.",3493,31,1
94615,33583,"4. Мультивыбор в поисковых фильтрах (регионы, место поставки, заказчики, конкуренты…).",3493,32,1
94616,33584,"В сухом остатке, если, опять же, смотреть на сервис Закупки360 с точки зрения обработки больших массивов открытых данных, реализован быстрый и удобный поиск по закупкам и закупочной документации с возможностью поставить общероссийский официальный сайт “на непрерывный контроль”.",3493,33,1
94617,33584,"Это важная и востребованная функциональность.",3493,33,2
94618,33584,"Достаточная ли?",3493,33,3
94619,33584,"Это будет понятно из того, как сервис будет развиваться, будет ли успевать за изменениями на официальном сайте zakupki.gov.ru в свете нововведений 44-ФЗ.",3493,33,4
94620,33585,"IST Budget",3493,34,1
94621,33586,"Один из наиболее интересных и известных на сегодня проектов – это ISTBudget.ru",3493,35,1
94678,33586,"Этот проект практически на 100% основан на открытых данных публикуемых на zakupki.gov.ru, обеспечивает поиск по анонсам закупок, даёт возможность получать ЭЦП, дополнительные услуги по госзаказу и многое другое.",3493,35,2
