"sent_pos","source"
0,"Защитников Химкинского леса жестоко избили Активистов сначала атаковали неизвестные в масках, а затем задержал ОМОН."
1,"Ранним утром на лагерь экологов, противостоящих вырубке Химкинского леса в районе аэропорта «Шереметьево», было совершено жестокое нападение."
2,"Защитников флоры атаковали около 05:00 часов примерно полсотни неизвестных в масках, похожих на ультраправых футбольных фанатов."
3,"Нападавшие были одеты в шорты, майки и кроссовки, их лица были замотаны белыми майками с цифрой 19."
4,"«Они окружили лагерь, включили технику, а нам сказали: «Мы пришли убирать и убивать»."
5,"Устроили жуткую драку."
6,"Одной девушке повредили руку, а ещё одному активисту — шею."
7,"Мы все вместе пошли к ним, сказали, что вызвали милицию, и потребовали порубочные билеты, которых у них не оказалось», — цитирует «Газета.Ru» лидера движения «В защиту Химкинского леса» Аллу Чернышёву."
8,"После драки к лагерю экологов, которые почти неделю назад установили баррикады на подъездах к месту вырубки, прибыли милиционеры."
9,"По заверениям защитников леса, сотрудники правоохранительных органов почему-то начали арестовывать не налётчиков, а активистов."
10,"Всего в ОВД № 2 подмосковных Химок было доставлено девять человек."
11,"«Многих задерживали очень грубо: одну девушку милиционеры дотащили до своего автобуса за волосы», — свидетельствуют экологи."
12,"При этом сам лагерь был уничтожен, а место вырубки было оцеплено милицейскими кордонами."
13,"Подробнее о конфликте между защитниками Химкинского леса и строителями федеральной дороги читайте в статье Частного корреспондента «Общественность ратью»"
