"sent_pos","source"
0,"Толстых и пузатых сотрудников уволят из полиции МВД продолжает реформу ведомства, переаттестацию и сокращение штатов."
1,"Рашид Нургалиев заявил о том, что отбор сотрудников будет проводиться не только в зависимости от их профессиональных и моральных качеств, но и по их физической подготовленности."
2,"«Толстые и пузатые аттестацию не пройдут, привожу его слова буквально."
3,"Ведётся система служебной подготовки, существуют определённые нормативы."
4,"Рашид Гумарович подчеркнул, что формального подхода не будет."
5,"И переаттестацию не пройдут те, кто не соответствует по физическим данным, тем нормативам, которые установлены для соответствующей возрастной категории."
6,"Тут вопрос не зависит от телосложения, веса, а зависит от того, насколько человек готов соответствовать тем нормативам, которые существуют сегодня внутри ведомства», — процитировал слова министра председатель думского комитета по безопасности Владимир Васильев."
7,"Исключение будет сделано только для тех сотрудников, которые, несмотря на свой вес, в целом соответствуют требованиям, предъявляемым к полицейским."
8,"РБК также напоминает, что в ходе реформы МВД переаттестацию на должность полицейского не прошли 143 высокопоставленных сотрудника ведомства."
9,"Помимо них из органов были уволены и рядовые милиционеры, причем МВД взяло на себя обязательства по трудоустройству бывших сотрудников."
10,"Переаттестация сотрудников ведомства указом президента продлена до 1 августа."
