"sent_pos","source"
0,"NASA объявило о полёте шаттла для обслуживания космического телескопа Хаббл."
1,"Это будет последняя миссия по обслуживанию телескопа."
2,"После ремонта, телескоп Хаббл будет продолжать работу до 2013 года."
3,"О планах пятой экспедиции обслуживания телескопа объявил руководитель NASA Майкл Гриффин."
4,"«Мы провели детальный анализ работ и процедур, необходимых для успешного выполнения миссии, с учётом опыта последних трёх полётов шаттлов."
5,"Мы убедились, что мы в состоянии провести безопасную и эффективную миссию по обслуживанию телескопа», сказал Гриффин."
6,"«Риск присущ всем космическим полётам, но желание сохранить такой, имеющий международное значение инструмент, как телескоп Хаббл, убеждает нас в правильности такого решения»."
7,"Полёт планируется на весну 2008 года."
8,"Планируется, что для возможной спасательной миссии будет, будет зарезервирована стартовая площадка 39-B в космическом центре Кеннеди."
9,"Гриффин также объявил состав экипажа для будущего полёта: Скотт Альтман — командир, Джордж Джонсон — пилот, Джон Грунсфельд, Майкл Массимино, Эндрю Фойстел, Майкл Гуд, Меган Макартур."
10,"Из семи членов экипажа, трое имеют опыт космических полётов."
11,"Астронавты установят на телескопе два новых прибора: чувствительный ультрафиолетовый спектрограф (Cosmic Origins Spectrograph) и широкоугольную камеру (Wide Field Camera 3)."
12,"С помощью спектрографа будут исследоваться крупномасштабная структура вселенной, скрытая масса вселенной, пространственное распределение галактик и межгалактического газа."
13,"Новая широкоугольная камера, чувствительная в широком диапазоне длин волн, включая инфракрасный, видимый, и ультрафиолетовый свет."
14,"Будет также установлен датчик ориентации, датчик контроля за положением телескопа."
15,"Будет предпринята попытка ремонта спектрографа, который был установлен на телескопе в 1997 году, и вышел из строя в 2004 году."
16,"Полёт шаттла планируется на 11 суток."
17,"Шаттл достигнет телескопа на третьи сутки полёта."
18,"Телескоп будет захвачен с помощью робота-манипулятора и помещён в грузовой отсек шаттла."
19,"Для выполнения все поставленных задач потребуется пять выходов в открытый космос."
