"sent_id","par_id","source","book_id","par_pos","sent_pos"
75769,25971,"Забивание камнями",3155,1,1
75770,25972,"По сообщению правозащитной организации «Международная амнистия» (Amnesty International), в Иране продолжают применять казнь в виде забивания камнями.",3155,2,1
75771,25972,"Хотя, ещё в 2002 году руководство Ирана обещало не применять такой метод казни.",3155,2,2
75772,25973,"Большинство казненных забиванием камнями — женщины.",3155,3,1
75773,25973,"При этом женщин казнили за деяние, которые в других странах вообще не наказуемо, а именно — за развод.",3155,3,2
75774,25973,"Женщины в Иране подвергаются сильной дискриминации.",3155,3,3
75775,25973,"Для женщины добиться развода очень трудно.",3155,3,4
75776,25973,"Высказывание женщины перед судом оценивается в половину от высказывания мужчины.",3155,3,5
75777,25973,"Кроме того, свидетельство женщины признается только в том случае, если оно подтверждено свидетельствами двух мужчин.",3155,3,6
75778,25974,"«Международная амнистия» призывает власти Ирана окончательно отказаться от таких казней и остановить уже назначенные казни.",3155,4,1
75779,25975,"Казнь забивание камнями — особо жестокая казнь.",3155,5,1
75780,25975,"«Международная амнистия» ссылается на уголовный кодекс Ирана, в котором записано, что при казни следует использовать не очень большие камни, чтобы жертва не могла бы быть убита одним или двумя ударами.",3155,5,2
75781,25976,"При приведении в исполнение казни, мужчины закапываются в землю до уровня бедер, а женщины до нижнего уровня груди.",3155,6,1
75782,25976,"Затем, в присутствии судьи, свидетелей и любопытных, жертва забрасывается камнями.",3155,6,2
